No.,file_name,law_type,year,law_name,Số hiệu,lĩnh_vực,status,file_path,file_type,"SỬA ĐỔI, BỔ SUNG",_so_hieu_key,CHECK_META_IN_AUTH,CHECK_AUTH_IN_META,RECORD_TYPE,IN_AUTHORITATIVE
263,Luật-85-2025-QH15,LUẬT,2025,"Luật SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA BỘ LUẬT TỐ TỤNG DÂN SỰ, LUẬT TỐ TỤNG HÀNH CHÍNH, LUẬT TƯ PHÁP NGƯỜI CHƯA THÀNH NIÊN, LUẬT PHÁ SẢN VÀ LUẬT HÒA GIẢI, ĐỐI THOẠI TẠI TÒA ÁN",85/2025/QH15,non-economics,Văn bản còn hiệu lực,D:\Github\KLTN\application\inputs\full_law\Luật-85-2025-QH15.docx,.docx,"SỬA ĐỔI, BỔ SUNG",85/2025/QH15,OK,,METADATA_ROW,True
264,Luật-86-2015-QH13,LUẬT,2015,Luật An Toàn Thông Tin Mạng,86/2015/QH13,economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-86-2015-QH13.docx,.docx,,86/2015/QH13,OK,,METADATA_ROW,True
265,Luật-86-2025-QH15,LUẬT,2025,"Luật Sửa Đổi, Bổ Sung Một Số Điều Của Bộ Luật Hình Sự",86/2025/QH15,non-economics,Văn bản còn hiệu lực,D:\Github\KLTN\application\inputs\full_law\Luật-86-2025-QH15.docx,.docx,"SỬA ĐỔI, BỔ SUNG",86/2025/QH15,OK,,METADATA_ROW,True
266,Luật-87-2025-QH15,LUẬT,2025,"LUẬT SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA LUẬT BAN HÀNH VĂN BẢN QUY PHẠM PHÁP LUẬT",87/2025/QH15,non-economics,Văn bản còn hiệu lực,D:\Github\KLTN\application\inputs\full_law\Luật-87-2025-QH15.docx,.docx,"SỬA ĐỔI, BỔ SUNG",87/2025/QH15,OK,,METADATA_ROW,True
267,Luật-88-2015-QH13,LUẬT,2015,Luật Kế Toán,88/2015/QH13,economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-88-2015-QH13.docx,.docx,,88/2015/QH13,OK,,METADATA_ROW,True
268,Luật-88-2025-QH15,LUẬT,2025,"Luật SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA LUẬT XỬ LÝ VI PHẠM HÀNH CHÍNH",88/2025/QH15,non-economics,Văn bản còn hiệu lực,D:\Github\KLTN\application\inputs\full_law\Luật-88-2025-QH15.docx,.docx,"SỬA ĐỔI, BỔ SUNG",88/2025/QH15,OK,,METADATA_ROW,True
269,Luật-89-2015-QH13,LUẬT,2015,Luật Thống Kê,89/2015/QH13,economics,Văn bản bị sửa đổi,D:\Github\KLTN\application\inputs\full_law\Luật-89-2015-QH13.docx,.docx,,89/2015/QH13,OK,,METADATA_ROW,True
270,Luật-89-2025-QH15,LUẬT,2025,Luật Ngân Sách Nhà Nước,89/2025/QH15,non-economics,Văn bản chưa áp dụng,D:\Github\KLTN\application\inputs\full_law\Luật-89-2025-QH15.docx,.docx,,89/2025/QH15,OK,,METADATA_ROW,True
271,Luật-90-2015-QH13,LUẬT,2015,Luật Khí Tượng Thủy Văn,90/2015/QH13,non-economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-90-2015-QH13.docx,.docx,,90/2015/QH13,OK,,METADATA_ROW,True
272,Luật-90-2025-QH15,LUẬT,2025,"Luật SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA LUẬT ĐẤU THẦU, LUẬT ĐẦU TƯ THEO PHƯƠNG THỨC ĐỐI TÁC CÔNG TƯ, LUẬT HẢI QUAN, LUẬT THUẾ GIÁ TRỊ GIA TĂNG, LUẬT THUẾ XUẤT KHẨU, THUẾ NHẬP KHẨU, LUẬT ĐẦU TƯ, LUẬT ĐẦU TƯ CÔNG, LUẬT QUẢN LÝ, SỬ DỤNG TÀI SẢN CÔNG",90/2025/QH15,economics,Văn bản còn hiệu lực,D:\Github\KLTN\application\inputs\full_law\Luật-90-2025-QH15.docx,.docx,"SỬA ĐỔI, BỔ SUNG",90/2025/QH15,OK,,METADATA_ROW,True
273,Luật-91-2025-QH15,LUẬT,2025,Luật Bảo Vệ Dữ Liệu Cá Nhân,91/2025/QH15,economics,Văn bản chưa áp dụng,D:\Github\KLTN\application\inputs\full_law\Luật-91-2025-QH15.docx,.docx,,91/2025/QH15,OK,,METADATA_ROW,True
274,Luật-92-2025-QH15,LUẬT,2025,Luật Tham Gia Lực Lượng Gìn Giữ Hòa Bình Của Liên Hợp Quốc,92/2025/QH15,non-economics,Văn bản chưa áp dụng,D:\Github\KLTN\application\inputs\full_law\Luật-92-2025-QH15.docx,.docx,,92/2025/QH15,OK,,METADATA_ROW,True
275,Luật-93-2015-QH13,LUẬT,2015,Luật Tố Tụng Hành Chính,93/2015/QH13,non-economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-93-2015-QH13.docx,.docx,,93/2015/QH13,OK,,METADATA_ROW,True
276,Luật-93-2025-QH15,LUẬT,2025,"Luật Khoa Học, Công Nghệ Và Đổi Mới Sáng Tạo",93/2025/QH15,economics,Văn bản chưa áp dụng,D:\Github\KLTN\application\inputs\full_law\Luật-93-2025-QH15.docx,.docx,,93/2025/QH15,OK,,METADATA_ROW,True
277,Luật-94-2015-QH13,LUẬT,2015,"Luật Thi Hành Tạm Giữ, Tạm Giam",94/2015/QH13,non-economics,Văn bản bị sửa đổi,D:\Github\KLTN\application\inputs\full_law\Luật-94-2015-QH13.docx,.docx,,94/2015/QH13,OK,,METADATA_ROW,True
278,Luật-94-2025-QH15,LUẬT,2025,Luật Năng Lượng Nguyên Tử,94/2025/QH15,non-economics,Văn bản chưa áp dụng,D:\Github\KLTN\application\inputs\full_law\Luật-94-2025-QH15.docx,.docx,,94/2025/QH15,OK,,METADATA_ROW,True
279,Luật-95-2025-QH15,LUẬT,2025,Luật Đường Sắt,95/2025/QH15,non-economics,Văn bản chưa áp dụng,D:\Github\KLTN\application\inputs\full_law\Luật-95-2025-QH15.docx,.docx,,95/2025/QH15,OK,,METADATA_ROW,True
280,Luật-96-2015-QH13,LUẬT,2015,Luật Trưng Cầu Ý Dân,96/2015/QH13,non-economics,Văn bản còn hiệu lực,D:\Github\KLTN\application\inputs\full_law\Luật-96-2015-QH13.docx,.docx,,96/2015/QH13,OK,,METADATA_ROW,True
281,Luật-96-2025-QH15,LUẬT,2025,"Luật SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA LUẬT CÁC TỔ CHỨC TÍN DỤNG",96/2025/QH15,economics,Văn bản chưa áp dụng,D:\Github\KLTN\application\inputs\full_law\Luật-96-2025-QH15.docx,.docx,"SỬA ĐỔI, BỔ SUNG",96/2025/QH15,OK,,METADATA_ROW,True
282,Luật-97-2015-QH13,LUẬT,2015,Luật Phí Và Lệ Phí,97/2015/QH13,non-economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-97-2015-QH13.docx,.docx,,97/2015/QH13,OK,,METADATA_ROW,True
283,Luật-97-2025-QH15,LUẬT,2025,"Luật SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA LUẬT MẶT TRẬN TỔ QUỐC VIỆT NAM, LUẬT CÔNG ĐOÀN, LUẬT THANH NIÊN VÀ LUẬT THỰC HIỆN DÂN CHỦ Ở CƠ SỞ",97/2025/QH15,non-economics,Văn bản còn hiệu lực,D:\Github\KLTN\application\inputs\full_law\Luật-97-2025-QH15.docx,.docx,"SỬA ĐỔI, BỔ SUNG",97/2025/QH15,OK,,METADATA_ROW,True
284,Luật-98-2015-QH13,LUẬT,2015,"Luật Quân Nhân Chuyên Nghiệp, Công Nhân Và Viên Chức Quốc Phòng",98/2015/QH13,non-economics,Văn bản bị sửa đổi,D:\Github\KLTN\application\inputs\full_law\Luật-98-2015-QH13.docx,.docx,,98/2015/QH13,OK,,METADATA_ROW,True
285,Luật-98-2025-QH15,LUẬT,2025,"Luật SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA 11 LUẬT VỀ QUÂN SỰ, QUỐC PHÒNG",98/2025/QH15,non-economics,Văn bản còn hiệu lực,D:\Github\KLTN\application\inputs\full_law\Luật-98-2025-QH15.docx,.docx,"SỬA ĐỔI, BỔ SUNG",98/2025/QH15,OK,,METADATA_ROW,True
286,Luật-99-2015-QH13,LUẬT,2015,Luật Tổ Chức Cơ Quan Điều Tra Hình Sự,99/2015/QH13,non-economics,Văn bản hết hiệu lực một phần,D:\Github\KLTN\application\inputs\full_law\Luật-99-2015-QH13.docx,.docx,,99/2015/QH13,OK,,METADATA_ROW,True
287,Luật-99-2025-QH15,LUẬT,2025,"Luật Sửa Đổi, Bổ Sung Một Số Điều Của Bộ Luật Tố Tụng Hình Sự",99/2025/QH15,non-economics,Văn bản còn hiệu lực,D:\Github\KLTN\application\inputs\full_law\Luật-99-2025-QH15.docx,.docx,"SỬA ĐỔI, BỔ SUNG",99/2025/QH15,OK,,METADATA_ROW,True
